OBJECT_NAME,MEAN_MOTION,NORAD_CAT_ID,SEMIMAJOR_AXIS,PERIOD,OBJECT_TYPE,RCS_SIZE,AVG_ALTITUDE,Clusters
SL-8 DEB,14.67727361,15784,7046.47,98.111,DEBRIS,SMALL,676.47,0
SL-8 DEB,14.59723023,15785,7072.205,98.649,DEBRIS,SMALL,702.205,0
SL-14 R/B,14.83581973,15890,6996.177,97.062,ROCKET BODY,LARGE,626.177,0
METEOR 1-10 DEB,14.74958089,43291,7023.421,97.63,DEBRIS,SMALL,653.421,0
SL-14 R/B,14.8418717,15945,6994.275,97.023,ROCKET BODY,LARGE,624.275,0
SL-14 R/B,14.83614246,16327,6996.076,97.06,ROCKET BODY,LARGE,626.076,0
FENGYUN 1C DEB,14.88857323,36732,6979.642,96.718,DEBRIS,SMALL,609.642,0
DELTA 1 DEB,14.6580893,42570,7052.616,98.239,DEBRIS,SMALL,682.616,0
DELTA 1 DEB,14.61645208,42567,7066.004,98.519,DEBRIS,SMALL,696.004,0
DELTA 1 DEB *,14.61127031,42558,7067.674,98.554,DEBRIS,SMALL,697.674,0
DELTA 1 DEB *,14.67797249,42555,7046.246,98.106,DEBRIS,SMALL,676.246,0
SL-14 R/B,14.84286585,16496,6993.963,97.016,ROCKET BODY,LARGE,623.963,0
SL-14 R/B,14.83249945,16263,6997.221,97.084,ROCKET BODY,LARGE,627.221,0
RESURS O1 DEB,14.88217564,46881,6981.642,96.76,DEBRIS,SMALL,611.642,0
SL-8 DEB *,14.7844044,14818,7012.388,97.4,DEBRIS,SMALL,642.388,0
METEOR 1-10 DEB,14.74035783,43292,7026.351,97.691,DEBRIS,SMALL,656.351,0
IRIDIUM 33 DEB,14.6830449,36486,7044.623,98.072,DEBRIS,SMALL,674.623,0
SL-8 DEB *,14.65251447,14345,7054.405,98.277,DEBRIS,SMALL,684.405,0
SL-8 DEB,14.74220339,14346,7025.764,97.679,DEBRIS,SMALL,655.764,0
FENGYUN 1C DEB,14.72636114,30642,7030.802,97.784,DEBRIS,SMALL,660.802,0
YZ-1S DEB,14.60691864,43644,7069.078,98.583,DEBRIS,LARGE,699.078,0
SL-14 R/B,14.83941617,14373,6995.047,97.039,ROCKET BODY,LARGE,625.047,0
FENGYUN 1C DEB,14.63266646,30641,7060.783,98.41,DEBRIS,SMALL,690.783,0
PSLV R/B,14.91430598,43620,6971.611,96.552,ROCKET BODY,LARGE,601.611,0
CZ-4C DEB,14.61580958,43601,7066.211,98.523,DEBRIS,SMALL,696.211,0
CZ-2C DEB,14.89404165,43534,6977.933,96.683,DEBRIS,LARGE,607.933,0
CZ-2D DEB,14.76224319,43490,7019.405,97.546,DEBRIS,SMALL,649.405,0
CZ-2D DEB,14.75960361,43487,7020.241,97.564,DEBRIS,SMALL,650.241,0
CZ-2D R/B,14.79315232,43486,7009.623,97.342,ROCKET BODY,SMALL,639.623,0
FENGYUN 1C DEB,14.7053926,30637,7037.484,97.923,DEBRIS,SMALL,667.484,0
COSMOS 249 DEB *,14.98880937,14417,6948.49,96.072,DEBRIS,SMALL,578.49,0
H-2A DEB,14.90673522,43673,6973.971,96.601,DEBRIS,LARGE,603.971,0
COSMOS 252 DEB,14.79545887,14420,7008.895,97.327,DEBRIS,SMALL,638.895,0
SL-3 DEB,14.98657159,14229,6949.181,96.086,DEBRIS,SMALL,579.181,0
H-2A DEB,14.90030627,43675,6975.977,96.642,DEBRIS,LARGE,605.977,0
FENGYUN 1C DEB,14.66408929,30660,7050.693,98.199,DEBRIS,SMALL,680.693,0
FENGYUN 1C DEB,14.87781802,30659,6983.005,96.788,DEBRIS,SMALL,613.005,0
COSMOS 2535,14.86273014,44421,6987.73,96.887,PAYLOAD,LARGE,617.73,0
USA 22 DEB,15.0241752,44301,6937.581,95.846,DEBRIS,SMALL,567.581,0
COSMOS 1461,14.96106206,14064,6957.078,96.25,PAYLOAD,LARGE,587.078,0
COSMOS 2251 DEB,14.59751242,36476,7072.114,98.647,DEBRIS,SMALL,702.114,0
OBJECT BS,14.96113934,43822,6957.054,96.249,UNKNOWN,SMALL,587.054,0
FLOCK 3S 2,14.97137672,43821,6953.883,96.184,PAYLOAD,SMALL,583.883,0
OBJECT AH,14.97426647,43789,6952.988,96.165,UNKNOWN,SMALL,582.988,0
FLOCK 3S 3,14.9696306,43788,6954.423,96.195,PAYLOAD,SMALL,584.423,0
SL-14 R/B,14.83488227,14148,6996.472,97.069,ROCKET BODY,LARGE,626.472,0
VESTA-1,14.96459051,43781,6955.985,96.227,PAYLOAD,SMALL,585.985,0
UPPER FREE FLYER,14.96511914,43763,6955.821,96.224,PAYLOAD,LARGE,585.821,0
H-2A R/B,15.04172482,43682,6932.184,95.734,ROCKET BODY,LARGE,562.184,0
SCOUT G-1 DEB,14.62999449,14222,7061.643,98.428,DEBRIS,SMALL,691.643,0
H-2A DEB,14.92624206,43674,6967.894,96.474,DEBRIS,LARGE,597.894,0
IRIDIUM 33 DEB,14.62564512,36492,7063.043,98.457,DEBRIS,SMALL,693.043,0
CZ-4C R/B,14.81352957,43462,7003.194,97.208,ROCKET BODY,LARGE,633.194,0
BREEZE-KM R/B,14.99607978,43438,6946.244,96.025,ROCKET BODY,LARGE,576.244,0
COSMOS 2251 DEB,14.62127888,36622,7064.449,98.487,DEBRIS,SMALL,694.449,0
RESURS O1 DEB,15.04555169,43348,6931.008,95.709,DEBRIS,SMALL,561.008,0
RESURS O1 DEB,15.00193753,43347,6944.435,95.988,DEBRIS,SMALL,574.435,0
COSMOS 2251 DEB,14.71166544,36625,7035.483,97.882,DEBRIS,SMALL,665.483,0
COSMOS 1536,15.06424504,14699,6925.273,95.591,PAYLOAD,LARGE,555.273,0
SL-14 R/B,14.83425955,14700,6996.668,97.073,ROCKET BODY,LARGE,626.668,0
COSMOS 2251 DEB,15.0171192,36626,6939.754,95.891,DEBRIS,SMALL,569.754,0
IRIDIUM 33 DEB,14.75294048,36642,7022.355,97.608,DEBRIS,SMALL,652.355,0
FENGYUN 1C DEB,14.75115657,30563,7022.921,97.619,DEBRIS,SMALL,652.921,0
LANDSAT 5,14.92868703,14780,6967.133,96.459,PAYLOAD,LARGE,597.133,0
SL-8 DEB *,14.6330638,14802,7060.655,98.407,DEBRIS,SMALL,690.655,0
SL-8 DEB *,15.06267337,14803,6925.755,95.601,DEBRIS,SMALL,555.755,0
SL-8 DEB,14.86563087,14805,6986.821,96.868,DEBRIS,SMALL,616.821,0
